file,path,line,come,vul,vultype,version,fix_time,token_usage
wildfire.sol,contracts/wildfire.sol,1114,,809 - 817|898 - 902,SWC-113-DoS with Failed Call|SWC-113-DoS with Failed Call,^0.6.12,10.44,10187.0
WorthTokenSale.sol,contracts/WorthTokenSale.sol,311,,279 - 282,SWC-105-Unprotected Ether Withdrawal,0.8.10,9.89,3192.0
VaultManager_1.sol,contracts/VaultManager_1.sol,925,,692,SWC-104-Unchecked Call Return Value,0.8.12,6.78,11130.0
Comptroller.sol,contracts/Comptroller.sol,1358,,465-501,SWC-107-Reentrancy,^0.8.6,6.92,13112.0
CToken.sol,contracts/CToken.sol,1201,,930-947,SWC-107-Reentrancy,^0.8.6,27.45,12119.0
MultiplyProxyActions.sol,contracts/MultiplyProxyActions.sol,816,,119|172,SWC-101-Integer Overflow and Underflow|SWC-104-Unchecked Call Return Value,>=0.7.6,8.59,6759.0
ReferralFeeReceiver.sol,contracts/ReferralFeeReceiver.sol,211,,11,SWC-107-Reentrancy,^0.6.0,9.84,2543.0
yield.sol,contracts/yield.sol,676,,2|532 - 541|640 - 644,SWC-103-Floating Pragma|SWC-108-State Variable Default Visibility|SWC-128-DoS With Block Gas Limit,^0.5.12,15.05,6243.0
FountainBase.sol,contracts/FountainBase.sol,351,,290-291|295-308,SWC-107-Reentrancy|SWC-107-Reentrancy,0.6.12,10.94,3084.0
YieldFarm.sol,contracts/YieldFarm.sol,173,,3|76,SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.6.0,11.43,2056.0
CommunityVault.sol,contracts/CommunityVault.sol,23,,2|19,SWC-103-Floating Pragma|SWC-107-Reentrancy,^0.6.0,9.71,534.0
YieldFarm_1.sol,contracts/YieldFarm_1.sol,173,,3|73 - 77,SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.6.0,10.62,2058.0
YieldFarm_2.sol,contracts/YieldFarm_2.sol,173,,3|73 - 77,SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.6.0,11.48,2082.0
YieldFarmLP.sol,contracts/YieldFarmLP.sol,160,,3|62 - 66,SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.6.0,10.7,1842.0
wHakka.sol,contracts/wHakka.sol,601,,509|556 - 573|576 - 592|580,SWC-116-Block values as a proxy for time|SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-116-Block values as a proxy for time,0.5.17,15.75,5784.0
MasterChef.sol,contracts/MasterChef.sol,390,,105 - 127|131 - 143|227 - 266|247 - 251|272 - 306|310 - 329|333 - 340|378 - 381|384 - 389,SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-107-Reentrancy|SWC-104-Unchecked Call Return Value|SWC-107-Reentrancy|SWC-104-Unchecked Call Return Value,0.6.7,27.35,4148.0
strategy-base.sol,contracts/strategy-base.sol,363,,237 - 268|271 - 288|291 - 322|325 - 342,SWC-104-Unchecked Call Return Value|SWC-104-Unchecked Call Return Value|SWC-104-Unchecked Call Return Value|SWC-104-Unchecked Call Return Value,^0.6.7,16.09,3104.0
strategy-basis-farm-base.sol,contracts/strategy-basis-farm-base.sol,153,,78 - 152,SWC-104-Unchecked Call Return Value,^0.6.7,8.56,1456.0
SpaceMonkey.sol,contracts/SpaceMonkey.sol,686,,53 - 64|67|194,SWC-107-Reentrancy|SWC-119-Shadowing State Variables|SWC-119-Shadowing State Variables,^0.8.4,11.51,5378.0
AllocationStaking.sol,contracts/AllocationStaking.sol,577,,129-134|207-214|472-475,SWC-101-Integer Overflow and Underflow|SWC-101-Integer Overflow and Underflow|SWC-101-Integer Overflow and Underflow,0.6.12,11.71,5756.0
Admin.sol,contracts/Admin.sol,79,,43-68,SWC-113-DoS with Failed Call,0.6.12,6.58,738.0
AvalaunchSale.sol,contracts/AvalaunchSale.sol,588,,294|346,SWC-113-DoS with Failed Call|SWC-113-DoS with Failed Call,0.6.12,9.06,4815.0
Ark.sol,contracts/Ark.sol,87,,3|55,SWC-102-Outdated Compiler Version|SWC-113-DoS with Failed Call,0.6.9,10.71,1130.0
Vesting.sol,contracts/Vesting.sol,213,,139-199|172-180,SWC-113-DoS with Failed Call|SWC-101-Integer Overflow and Underflow,0.8.10,10.47,1900.0
Gate.sol,contracts/Gate.sol,250,,175-190,SWC-113-DoS with Failed Call,0.5.11,5.62,2299.0
woonklyPOS.sol,contracts/woonklyPOS.sol,1017,,743 - 769|874 - 886,SWC-107-Reentrancy|SWC-113-DoS with Failed Call,^0.6.6,12.49,6906.0
vault.sol,contracts/vault.sol,699,,409|513 - 548|513 - 548,SWC-101-Integer Overflow and Underflow|SWC-114-Transaction Order Dependence|SWC-105-Unprotected Ether Withdrawal,0.6.6,10.48,6749.0
BorrowerOperations.sol,contracts/BorrowerOperations.sol,666,,321 - 351,SWC-105-Unprotected Ether Withdrawal,0.6.11,5.65,7039.0
TempusController.sol,contracts/TempusController.sol,520,,352-386|395-436,SWC-107-Reentrancy|SWC-107-Reentrancy,0.8.6,11.41,5481.0
MetaTransactionsFeature.sol,contracts/MetaTransactionsFeature.sol,552,,100-107,SWC-107-Reentrancy,^0.6.5,7.71,4790.0
UniswapFeature.sol,contracts/UniswapFeature.sol,472,,203-206,SWC-107-Reentrancy,^0.6.5,12.26,5411.0
LibFixedMath.sol,contracts/LibFixedMath.sol,378,,361-378,SWC-101-Integer Overflow and Underflow,^0.5.9,21.03,6835.0
Mooniswap.sol,contracts/Mooniswap.sol,341,,331-341,SWC-105-Unprotected Ether Withdrawal,^0.6.0,6.86,3824.0
ReferralFeeReceiver_1.sol,contracts/ReferralFeeReceiver_1.sol,211,,38-50,SWC-105-Unprotected Ether Withdrawal,^0.6.0,4.75,2363.0
LendingPool.sol,contracts/LendingPool.sol,1033,,92-119|579,SWC-107-Reentrancy|SWC-104-Unchecked Call Return Value,^0.6.8,10.98,8401.0
JoinSplit.sol,contracts/JoinSplit.sol,397,,75-78,SWC-101-Integer Overflow and Underflow,>=0.5.0 <0.6.0,28.91,5925.0
BNum.sol,contracts/BNum.sol,164,,68-69,SWC-101-Integer Overflow and Underflow,0.5.12,10.45,1583.0
StandardBounties.sol,contracts/StandardBounties.sol,725,,2-725|3|48-49|246-265|249,SWC-108-State Variable Default Visibility|SWC-103-Floating Pragma|SWC-108-State Variable Default Visibility|SWC-108-State Variable Default Visibility|SWC-101-Integer Overflow and Underflow,0.5.0,17.14,8247.0
Accounts.sol,contracts/Accounts.sol,515,,387,SWC-128-DoS With Block Gas Limit,0.5.14,42.44,5768.0
CompHelper.sol,contracts/CompHelper.sol,39,,27-138,SWC-104-Unchecked Call Return Value,^0.7.0,9.23,752.0
FLAaveV2.sol,contracts/FLAaveV2.sol,154,,106-137,SWC-107-Reentrancy,^0.7.0,5.52,1631.0
ZeroxWrapper.sol,contracts/ZeroxWrapper.sol,60,,42-50,SWC-101-Integer Overflow and Underflow,^0.7.0,9.4,978.0
KyberWrapperV3.sol,contracts/KyberWrapperV3.sol,144,,101-109,SWC-101-Integer Overflow and Underflow,^0.7.0,11.55,1733.0
ETHRegistrarController.sol,contracts/ETHRegistrarController.sol,103,,46-49|56-65,SWC-114-Transaction Order Dependence|SWC-104-Unchecked Call Return Value,^0.5.0,15.49,1282.0
SimplePriceOracle.sol,contracts/SimplePriceOracle.sol,30,,27-29,SWC-101-Integer Overflow and Underflow,^0.5.0,4.55,466.0
StablePriceOracle.sol,contracts/StablePriceOracle.sol,73,,58-64,SWC-101-Integer Overflow and Underflow,^0.5.0,8.43,918.0
xTRIBE.sol,contracts/xTRIBE.sol,141,,90-100,SWC-105-Unprotected Ether Withdrawal,^0.8.0,5.59,1355.0
CollateralizationOracle.sol,contracts/CollateralizationOracle.sol,341,,323|327,SWC-101-Integer Overflow and Underflow|SWC-101-Integer Overflow and Underflow,^0.8.4,9.69,3812.0
BalancerLBPSwapper.sol,contracts/BalancerLBPSwapper.sol,365,,108-118|174-258,SWC-114-Transaction Order Dependence|SWC-105-Unprotected Ether Withdrawal,^0.8.0,8.33,3528.0
Hypervisor.sol,contracts/Hypervisor.sol,587,,81-142|175-216|415,SWC-105-Unprotected Ether Withdrawal|SWC-107-Reentrancy|SWC-135-Code With No Effects,0.7.6,10.05,5606.0
IdleCDO.sol,contracts/IdleCDO.sol,757,,242-258,SWC-107-Reentrancy,0.8.4,9.74,8831.0
AMM.sol,contracts/AMM.sol,782,,17|500-502,SWC-131-Presence of unused variables|SWC-104-Unchecked Call Return Value,^0.5.2,10.0,8695.0
ChainlinkAdapter.sol,contracts/ChainlinkAdapter.sol,21,,18,SWC-101-Integer Overflow and Underflow,^0.5.2,16.77,437.0
Perpetual.sol,contracts/Perpetual.sol,317,,4-5|34-41|270-289,SWC-135-Code With No Effects|SWC-119-Shadowing State Variables|SWC-105-Unprotected Ether Withdrawal,^0.5.2,13.08,3100.0
Pod.sol,contracts/Pod.sol,669,,275-282|279,SWC-107-Reentrancy|SWC-104-Unchecked Call Return Value,>=0.7.0 <0.8.0,8.26,4999.0
TokenDrop.sol,contracts/TokenDrop.sol,236,,82-88|141-155,SWC-105-Unprotected Ether Withdrawal|SWC-107-Reentrancy,>=0.7.0 <0.8.0,9.41,1968.0
LiquidStakingV2.sol,contracts/LiquidStakingV2.sol,499,,370-404,SWC-128-DoS With Block Gas Limit,>=0.7.0,13.27,4810.0
STokensV2.sol,contracts/STokensV2.sol,621,,125-140,SWC-128-DoS With Block Gas Limit,>=0.7.0,12.96,5331.0
ReversibleICO.sol,contracts/ReversibleICO.sol,1170,,230-299|948,SWC-113-DoS with Failed Call|SWC-119-Shadowing State Variables,^0.5.0,8.94,9340.0
RocketDepositPool.sol,contracts/RocketDepositPool.sol,147,,116-129,SWC-128-DoS With Block Gas Limit,0.7.6,6.35,1939.0
RocketNodeStaking.sol,contracts/RocketNodeStaking.sol,203,,150|166,SWC-104-Unchecked Call Return Value|SWC-114-Transaction Order Dependence,0.7.6,7.8,3072.0
DelegationRequestManager.sol,contracts/DelegationRequestManager.sol,128,,74-76,SWC-101-Integer Overflow and Underflow,^0.5.3,4.55,1175.0
DelegationService.sol,contracts/DelegationService.sol,318,,152-158|310-316,SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit,^0.5.3,11.37,3058.0
SkaleBalances.sol,contracts/SkaleBalances.sol,91,,55-68,SWC-107-Reentrancy,^0.5.3,5.04,1022.0
TokenState.sol,contracts/TokenState.sol,281,,65|259-265,SWC-128-DoS With Block Gas Limit|SWC-105-Unprotected Ether Withdrawal,^0.5.3,10.21,3010.0
LockableERC777.sol,contracts/LockableERC777.sol,517,,399-422,SWC-107-Reentrancy,^0.5.3,9.91,4075.0
EternalHeroesFactory.sol,contracts/EternalHeroesFactory.sol,420,,279-285,SWC-107-Reentrancy,^0.5.16,7.98,4129.0
KeepRandomBeaconOperator.sol,contracts/KeepRandomBeaconOperator.sol,757,,452-494,SWC-120-Weak Sources of Randomness from Chain Attributes,^0.5.4,18.29,7085.0
Moloch.sol,contracts/Moloch.sol,682,,266-305|408-413|638-640,SWC-114-Transaction Order Dependence|SWC-105-Unprotected Ether Withdrawal|SWC-101-Integer Overflow and Underflow,0.5.3,16.01,7315.0
StakingController.sol,contracts/StakingController.sol,185,,92-101|121-153|135,SWC-105-Unprotected Ether Withdrawal|SWC-122-Lack of Proper Signature Verification|SWC-117-Signature Malleability,^0.7.3,19.63,2087.0
AOC_BEP.sol,contracts/AOC_BEP.sol,492,,115 - 126|362|362,SWC-118-Incorrect Constructor Name|SWC-135-Code With No Effects|SWC-105-Unprotected Ether Withdrawal,0.8.9,13.6,4542.0
AniaLottery.sol,contracts/AniaLottery.sol,438,,4|4|119 - 121,SWC-102-Outdated Compiler Version|SWC-103-Floating Pragma|SWC-105-Unprotected Ether Withdrawal,^0.8.2,11.36,4225.0
AniaStake.sol,contracts/AniaStake.sol,208,,4|4|185 - 194,SWC-102-Outdated Compiler Version|SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.8.2,9.95,2137.0
BSB_StakingSmartStakers.sol,contracts/BSB_StakingSmartStakers.sol,819,,393 - 401|416 - 418,SWC-128-DoS With Block Gas Limit|SWC-128-DoS With Block Gas Limit,>=0.8.0,12.98,7113.0
BullMasterchef.sol,contracts/BullMasterchef.sol,457,,196-201,SWC-128-DoS With Block Gas Limit,0.8.4,7.87,5110.0
CENNZnetBridge.sol,contracts/CENNZnetBridge.sol,159,,99-120,SWC-105-Unprotected Ether Withdrawal,^0.8.0,6.59,1785.0
LatticeStakingPool0x74299A718b2c44483a27325d7725F0B2646DE3B1.sol,contracts/LatticeStakingPool0x74299A718b2c44483a27325d7725F0B2646DE3B1.sol,2097,,1795,SWC-128-DoS With Block Gas Limit,^0.8.0,20.32,8870.0
FidoMeta.sol,contracts/FidoMeta.sol,1121,,2|512 - 521|555 - 587|775 - 782|788 - 832|978 - 980|1009-1010|1043 - 1046|1060 - 1070,SWC-103-Floating Pragma|SWC-119-Shadowing State Variables|SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit|SWC-135-Code With No Effects|SWC-135-Code With No Effects|SWC-101-Integer Overflow and Underflow|SWC-135-Code With No Effects|SWC-135-Code With No Effects,0.8.11,41.81,10055.0
FidoMeta_1.sol,contracts/FidoMeta_1.sol,1121,,2|513 - 515|555 - 587|775 - 782|789 - 832|978 - 980|1009 - 1010|1047 - 1050|1062 - 1071,SWC-103-Floating Pragma|SWC-119-Shadowing State Variables|SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit|SWC-135-Code With No Effects|SWC-135-Code With No Effects|SWC-101-Integer Overflow and Underflow|SWC-135-Code With No Effects|SWC-135-Code With No Effects,0.8.11,32.7,9885.0
EpochVotingPowerStrategy.sol,contracts/EpochVotingPowerStrategy.sol,168,,66-79|100-112,SWC-126-Insufficient Gas Griefing|SWC-128-DoS With Block Gas Limit,0.7.6,11.6,1697.0
SwapsUser.sol,contracts/SwapsUser.sol,226,,156-178,SWC-101-Integer Overflow and Underflow,0.5.17,16.93,2080.0
ECOPToken.sol,contracts/ECOPToken.sol,315,,196 - 210,SWC-104-Unchecked Call Return Value,>=0.5.0 <0.7.0,7.2,2614.0
SportsIconPrivateVesting.sol,contracts/SportsIconPrivateVesting.sol,82,,60,SWC-104-Unchecked Call Return Value,^0.7.5,4.08,859.0
SNXFlashLoanTool.sol,contracts/SNXFlashLoanTool.sol,147,,54|122|143,SWC-111-Use of Deprecated Solidity Functions|SWC-111-Use of Deprecated Solidity Functions|SWC-107-Reentrancy,^0.7.6,9.96,2055.0
NoteERC20.sol,contracts/NoteERC20.sol,407,,135,SWC-101-Integer Overflow and Underflow,^0.7.0,16.35,4172.0
LPool.sol,contracts/LPool.sol,1025,,845-885,SWC-107-Reentrancy,0.7.6,23.81,10335.0
LimitOrderProtocol.sol,contracts/LimitOrderProtocol.sol,462,,28 - 346|339,SWC-107-Reentrancy|SWC-128-DoS With Block Gas Limit,^0.7.6,11.25,4912.0
