file,path,line,come,vul,vultype,version,fix_time,token_usage
StandardBounties.sol,contracts/StandardBounties.sol,725,,2-725|3|48-49|246-265|249,SWC-108-State Variable Default Visibility|SWC-103-Floating Pragma|SWC-108-State Variable Default Visibility|SWC-108-State Variable Default Visibility|SWC-101-Integer Overflow and Underflow,0.5.0,0.0,112.0
Accounts.sol,contracts/Accounts.sol,515,,387,SWC-128-DoS With Block Gas Limit,0.5.14,0.0,259.0
CompHelper.sol,contracts/CompHelper.sol,39,,27-138,SWC-104-Unchecked Call Return Value,^0.7.0,0.0,370.0
FLAaveV2.sol,contracts/FLAaveV2.sol,154,,106-137,SWC-107-Reentrancy,^0.7.0,0.0,319.0
ZeroxWrapper.sol,contracts/ZeroxWrapper.sol,60,,42-50,SWC-101-Integer Overflow and Underflow,^0.7.0,0.0,386.0
KyberWrapperV3.sol,contracts/KyberWrapperV3.sol,144,,101-109,SWC-101-Integer Overflow and Underflow,^0.7.0,0.0,214.0
ETHRegistrarController.sol,contracts/ETHRegistrarController.sol,103,,46-49|56-65,SWC-114-Transaction Order Dependence|SWC-104-Unchecked Call Return Value,^0.5.0,0.0,415.0
SimplePriceOracle.sol,contracts/SimplePriceOracle.sol,30,,27-29,SWC-101-Integer Overflow and Underflow,^0.5.0,0.0,143.0
StablePriceOracle.sol,contracts/StablePriceOracle.sol,73,,58-64,SWC-101-Integer Overflow and Underflow,^0.5.0,0.0,226.0
xTRIBE.sol,contracts/xTRIBE.sol,141,,90-100,SWC-105-Unprotected Ether Withdrawal,^0.8.0,0.0,169.0
CollateralizationOracle.sol,contracts/CollateralizationOracle.sol,341,,323|327,SWC-101-Integer Overflow and Underflow|SWC-101-Integer Overflow and Underflow,^0.8.4,0.0,466.0
BalancerLBPSwapper.sol,contracts/BalancerLBPSwapper.sol,365,,108-118|174-258,SWC-114-Transaction Order Dependence|SWC-105-Unprotected Ether Withdrawal,^0.8.0,0.0,421.0
Hypervisor.sol,contracts/Hypervisor.sol,587,,81-142|175-216|415,SWC-105-Unprotected Ether Withdrawal|SWC-107-Reentrancy|SWC-135-Code With No Effects,0.7.6,0.0,707.0
IdleCDO.sol,contracts/IdleCDO.sol,757,,242-258,SWC-107-Reentrancy,0.8.4,0.0,586.0
AMM.sol,contracts/AMM.sol,782,,17|500-502,SWC-131-Presence of unused variables|SWC-104-Unchecked Call Return Value,^0.5.2,0.0,116.0
ChainlinkAdapter.sol,contracts/ChainlinkAdapter.sol,21,,18,SWC-101-Integer Overflow and Underflow,^0.5.2,0.0,177.0
Perpetual.sol,contracts/Perpetual.sol,317,,4-5|34-41|270-289,SWC-135-Code With No Effects|SWC-119-Shadowing State Variables|SWC-105-Unprotected Ether Withdrawal,^0.5.2,0.0,702.0
Pod.sol,contracts/Pod.sol,669,,275-282|279,SWC-107-Reentrancy|SWC-104-Unchecked Call Return Value,>=0.7.0 <0.8.0,0.0,658.0
TokenDrop.sol,contracts/TokenDrop.sol,236,,82-88|141-155,SWC-105-Unprotected Ether Withdrawal|SWC-107-Reentrancy,>=0.7.0 <0.8.0,0.0,586.0
LiquidStakingV2.sol,contracts/LiquidStakingV2.sol,499,,370-404,SWC-128-DoS With Block Gas Limit,>=0.7.0,0.0,222.0
STokensV2.sol,contracts/STokensV2.sol,621,,125-140,SWC-128-DoS With Block Gas Limit,>=0.7.0,0.0,187.0
ReversibleICO.sol,contracts/ReversibleICO.sol,1170,,230-299|948,SWC-113-DoS with Failed Call|SWC-119-Shadowing State Variables,^0.5.0,0.0,214.0
RocketDepositPool.sol,contracts/RocketDepositPool.sol,147,,116-129,SWC-128-DoS With Block Gas Limit,0.7.6,0.0,394.0
RocketNodeStaking.sol,contracts/RocketNodeStaking.sol,203,,150|166,SWC-104-Unchecked Call Return Value|SWC-114-Transaction Order Dependence,0.7.6,0.0,195.0
DelegationRequestManager.sol,contracts/DelegationRequestManager.sol,128,,74-76,SWC-101-Integer Overflow and Underflow,^0.5.3,0.0,266.0
DelegationService.sol,contracts/DelegationService.sol,318,,152-158|310-316,SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit,^0.5.3,0.0,186.0
SkaleBalances.sol,contracts/SkaleBalances.sol,91,,55-68,SWC-107-Reentrancy,^0.5.3,0.0,243.0
TokenState.sol,contracts/TokenState.sol,281,,65|259-265,SWC-128-DoS With Block Gas Limit|SWC-105-Unprotected Ether Withdrawal,^0.5.3,0.0,443.0
LockableERC777.sol,contracts/LockableERC777.sol,517,,399-422,SWC-107-Reentrancy,^0.5.3,0.0,240.0
EternalHeroesFactory.sol,contracts/EternalHeroesFactory.sol,420,,279-285,SWC-107-Reentrancy,^0.5.16,0.0,262.0
KeepRandomBeaconOperator.sol,contracts/KeepRandomBeaconOperator.sol,757,,452-494,SWC-120-Weak Sources of Randomness from Chain Attributes,^0.5.4,0.0,184.0
Moloch.sol,contracts/Moloch.sol,682,,266-305|408-413|638-640,SWC-114-Transaction Order Dependence|SWC-105-Unprotected Ether Withdrawal|SWC-101-Integer Overflow and Underflow,0.5.3,0.0,470.0
StakingController.sol,contracts/StakingController.sol,185,,92-101|121-153|135,SWC-105-Unprotected Ether Withdrawal|SWC-122-Lack of Proper Signature Verification|SWC-117-Signature Malleability,^0.7.3,0.0,215.0
AOC_BEP.sol,contracts/AOC_BEP.sol,492,,115 - 126|362|362,SWC-118-Incorrect Constructor Name|SWC-135-Code With No Effects|SWC-105-Unprotected Ether Withdrawal,0.8.9,0.0,414.0
AniaLottery.sol,contracts/AniaLottery.sol,438,,4|4|119 - 121,SWC-102-Outdated Compiler Version|SWC-103-Floating Pragma|SWC-105-Unprotected Ether Withdrawal,^0.8.2,0.0,136.0
AniaStake.sol,contracts/AniaStake.sol,208,,4|4|185 - 194,SWC-102-Outdated Compiler Version|SWC-103-Floating Pragma|SWC-128-DoS With Block Gas Limit,^0.8.2,0.0,363.0
BSB_StakingSmartStakers.sol,contracts/BSB_StakingSmartStakers.sol,819,,393 - 401|416 - 418,SWC-128-DoS With Block Gas Limit|SWC-128-DoS With Block Gas Limit,>=0.8.0,0.0,466.0
BullMasterchef.sol,contracts/BullMasterchef.sol,457,,196-201,SWC-128-DoS With Block Gas Limit,0.8.4,0.0,552.0
CENNZnetBridge.sol,contracts/CENNZnetBridge.sol,159,,99-120,SWC-105-Unprotected Ether Withdrawal,^0.8.0,0.0,250.0
LatticeStakingPool0x74299A718b2c44483a27325d7725F0B2646DE3B1.sol,contracts/LatticeStakingPool0x74299A718b2c44483a27325d7725F0B2646DE3B1.sol,2097,,1795,SWC-128-DoS With Block Gas Limit,^0.8.0,0.0,281.0
FidoMeta.sol,contracts/FidoMeta.sol,1121,,2|512 - 521|555 - 587|775 - 782|788 - 832|978 - 980|1009-1010|1043 - 1046|1060 - 1070,SWC-103-Floating Pragma|SWC-119-Shadowing State Variables|SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit|SWC-135-Code With No Effects|SWC-135-Code With No Effects|SWC-101-Integer Overflow and Underflow|SWC-135-Code With No Effects|SWC-135-Code With No Effects,0.8.11,0.0,688.0
FidoMeta_1.sol,contracts/FidoMeta_1.sol,1121,,2|513 - 515|555 - 587|775 - 782|789 - 832|978 - 980|1009 - 1010|1047 - 1050|1062 - 1071,SWC-103-Floating Pragma|SWC-119-Shadowing State Variables|SWC-135-Code With No Effects|SWC-128-DoS With Block Gas Limit|SWC-135-Code With No Effects|SWC-135-Code With No Effects|SWC-101-Integer Overflow and Underflow|SWC-135-Code With No Effects|SWC-135-Code With No Effects,0.8.11,0.0,484.0
EpochVotingPowerStrategy.sol,contracts/EpochVotingPowerStrategy.sol,168,,66-79|100-112,SWC-126-Insufficient Gas Griefing|SWC-128-DoS With Block Gas Limit,0.7.6,0.0,488.0
SwapsUser.sol,contracts/SwapsUser.sol,226,,156-178,SWC-101-Integer Overflow and Underflow,0.5.17,0.0,679.0
ECOPToken.sol,contracts/ECOPToken.sol,315,,196 - 210,SWC-104-Unchecked Call Return Value,>=0.5.0 <0.7.0,0.0,215.0
SportsIconPrivateVesting.sol,contracts/SportsIconPrivateVesting.sol,82,,60,SWC-104-Unchecked Call Return Value,^0.7.5,0.0,173.0
SNXFlashLoanTool.sol,contracts/SNXFlashLoanTool.sol,147,,54|122|143,SWC-111-Use of Deprecated Solidity Functions|SWC-111-Use of Deprecated Solidity Functions|SWC-107-Reentrancy,^0.7.6,0.0,338.0
NoteERC20.sol,contracts/NoteERC20.sol,407,,135,SWC-101-Integer Overflow and Underflow,^0.7.0,0.0,360.0
LPool.sol,contracts/LPool.sol,1025,,845-885,SWC-107-Reentrancy,0.7.6,0.0,281.0
LimitOrderProtocol.sol,contracts/LimitOrderProtocol.sol,462,,28 - 346|339,SWC-107-Reentrancy|SWC-128-DoS With Block Gas Limit,^0.7.6,0.0,711.0
